|text|tensor|score
1136|Девушка-модель, чье лицо и тело не сходят с обложек глянцевых журналов, с рекламных щитов и постеров, оказалась в плену у маньяка. Неизвестный похититель поместил красавицу в мрачной подвальной комнате без окон, наблюдает за ней посредством видеотехники и упражняется в мелких издевательствах. То потребует переодеться в мини-юбку, то запрет пленницу в душевой кабинке, где из душа сыплется песочек вместо воды. Наверху, в свободном мире, пара полицейских старается напасть на след пропавшей знаменитости, опрашивает ее родных и знакомых. В это время сама похищенная тщетно пытается выбраться из заточения. Надо отдать ей должное: другая бы на ее месте растерялась, а эта уверенно отвинчивает пилочкой для ногтей вентиляционную решетку, лезет в люк. Девушку, конечно, поймают и вернут на место, вколов очередную порцию наркотика, но попробовать стоило. Ради сохранения интриги нам долго не показывают похитителя - по крайней мере, не показывают целиком, разве что руки с колющими и режущими предметами. Зато у фотомодели вскоре обнаружится товарищ по несчастью: привлекательный юноша, запертый в смежной камере. По примеру Эдмона Дантеса с аббатом Фариа молодые люди найдут способ сломать разделяющую их стену. Однако наметанный взгляд сразу определит: что-то здесь нечисто. Юноша явно не тот, кем кажется, и героиня глянца доверяет ему зря. http://www.gzt.ru/cu lture/2007/02/28/220 006.html|[-7.6149187 -9.936622  -8.922321  ... -9.760571  -9.762545  -9.761647 ]|2
1137|"О том, что викинги высадились на берегах Америки задолго до Христофора Колумба, я узнал классе в седьмом, открыв брошюрку ""Великаны острова Пасхи"". Однако не знал я, что, попав туда однажды, они, по версии режиссера картины ""Следопыт"", которую у нас выпустили на DVD, стали наведываться регулярно. Чуть ли не по графику. И уж тем более не догадывался, что эти самые викинги мечтали вырезать коренное население и зажить в теплых краях. В один из визитов они оставили на континенте своего маленького соплеменника, не пожелавшего совершить показательную казнь над беззащитным индейцем. Благородные Чингачгуки пригрели и вырастили пацана. А уже в следующий раз, когда приплыли его кровожадные сородичи, светловолосый юноша спас свое племя, а заодно и континент от посягательств бородатых злодеев в рогатых шлемах. Понятно, что фильм Маркуса Ниспела - развлекательный боевик, фантазия на тему. Но ""Следопыт"" - тот самый случай, когда фантазию все-таки стоило обуздать. И уж тем более кощунственно предварять ленту зловещими титрами, будто среди потомков индейцев до сих пор ходит легенда о ""Белом призраке"", спасшем целый континент. http://www.itogi.ru/ Paper2007.nsf/Articl e/Itogi_2007_07_28_2 1_4232.html"|[-8.473833  -9.163485  -8.0577965 ... -9.343811  -9.350457  -9.347315 ]|2
1138|"На российские экраны выходит триллер, который в Америке вот уже вторую неделю подряд удерживает лидерство по кассовым сборам. ""Паранойя"" не может похвастаться ни громким режиссерским именем (Д.-Дж. Карузо крепкий профи, но не более того), ни участием мегазвезд. Секрет успеха фильма в другом - в удачном соединении типажей и мотивов, популярных у массового зрителя. События картины разворачиваются на небольшом участке обычного американского пригорода. Стандартный по меркам среднего класса дом, лужайка вокруг плюс вид на соседские строения. Набор персонажей тоже стандартный, хотя некоторые обстоятельства их жизни обыденными все же не назовешь. Главный герой ""Паранойи"" - трудный подросток Кейл (его сыграл обаятельный, но еще не примелькавшийся широкой аудитории актер Шиа Лабеф). Он посажен на все лето под домашний арест за драку с преподавателем. На ноге у арестованного полицейские закрепили датчик, который тут же просигнализирует, если поднадзорный удалится от дома дальше чем на 10 метров. Строгая мамаша (в этой роли выступила Тринити из ""Матрицы"" - Кэрри-Энн Мосс) запретила отпрыску играть в зажигательные стрелялки и бродилки. Привычки к чтению у наказанного явно нет. Поэтому юноша потихоньку развлекает себя тем, что дни напролет наблюдает за соседями. http://www.gzt.ru/cu lture/2007/04/24/220 008.html"|"[ -8.651329  -10.644849   -8.7137785 ... -10.093251  -10.101208
 -10.097476 ]"|2
1139|"Режиссер ""Трэйнспоттинга"", ""Пляжа"" и ""28 дней спустя"" британец Дэнни Бойл лично приехал в Москву на премьеру своего научно-фантастическо го опуса под названием ""Пекло"", которая прошла вчера. Приехал не один, а в компании ведущего актера Киллиана Мерфи и физика Брайна Кокса - консультанта ленты. Внушительный творческий десант был кстати: ""Пекло"" можно отнести к трудным проектам, продвижению которых не помешает разъяснительная работа. Бойл давно не ищет легких путей. Если отвязный ""Трэйнспоттинг"" и авантюрно-лиричная ""Неординарная жизнь"" в середине 1990-х отлично вписывались в молодежное направление независимого кино и даже его возглавляли, то начиная с ""Пляжа"" от зрителя требовалось нечто большее, чем просто узнавать себя и друзей на экране. В содружестве с писателем и сценаристом Алексом Гарлендом Дэнни Бойл вышел на вечные библейские темы: противостояние природы и цивилизации; ничтожность человека в планетарном масштабе; богоборчество или, наоборот, панибратские отношения с посланцами высших сфер; благие намерения, ведущие человечество прямиком в ад. http://www.gzt.ru/cu lture/2007/04/12/220 007.html"|[-8.646053 -9.790992 -8.782155 ... -9.645909 -9.654406 -9.65041 ]|2
1140|"Сегодня в широкий прокат выходит фильм ""Вавилон"", оскаровский фаворит, выдвинутый в семи номинациях. Его автор Алехандро Гонсалес Иньярриту режиссерской мыслью пронзает бескрайнее пространство, замечая связь всего со всем и приходя к неутешительному выводу о глобальной хронической некоммуникабельности . ЛИДИЯ Ъ-МАСЛОВА восприняла ""Вавилон"" скорее как притчу о вреде туризма. Подкованные киноведы, увидевшие ""Вавилон"" весной в Канне, сравнивают его с ""Нетерпимостью"" Д.-У. Гриффита, намекая тем самым, что американский основоположник еще в 1916 году додумался до структуры, которую нынче мексиканский вундеркинд внедряет как передовую драматургическую технологию. Впрочем, Иньярриту и его постоянный сценарист Гильермо Аррьяга кое-чему научились на ошибках Гриффита, которому критики пеняли на отсутствие в ""Нетерпимости"" некоего объединяющего начала, тематически связывающего четыре истории из разных исторических периодов. Создатели ""Вавилона"" твердо усвоили, что как бы ни бросало сюжет из стороны в сторону, от персонажа к персонажу, из Азии в Африку, из Африки в Америку, непременно должен быть какой-то ключевой образ, наглядно воплощающий авторскую идею. В первой картине режиссера Иньярриту ""Сука-любовь"" такой наглядной эмблемкой служили собаки, символизировавшие, грубо говоря, любовь -- у кого большая, у кого маленькая, у кого вообще несколько. Дальше был ""21 грамм"", обозначавший стандартный вес человеческой души, покидающей тело после смерти. ""Вавилон"" как библейская аллегория -- следующий шаг, приподнимающий на новую философскую высоту сюжетные коллажи мексиканца, вырезающего основные коллизии из родных сериалов. http://www.kommersan t.ru/doc.aspx?DocsID =738687"|[-9.401913 -9.655604 -8.952932 ... -9.52793  -9.530924 -9.529492]|2
1141|"Сюжет с усыновлением, когда благополучные родители берут на воспитание милого с виду ребеночка, а потом тот подрастает и оказывается дьяволенком, уже избит. Одних только ""Оменов"" - ""Предзнаменований"" вышло с полдюжины. Французский мистический триллер ""Братство камня"" в определенной степени можно считать анти-""Оменом"". Героиня Моники Беллуччи усыновляет мальчика-сироту родом из Монголии, но мальчик этот не исчадие ада, а скорее наоборот. Он последний носитель традиций древнего племени, знавшего секрет вечной жизни. Секта приспешников злых сил охотится за ребенком, чтобы убить его и овладеть тайной. История диковатая, но вполне в духе беллетриста Жан-Кристофа Гранже: наш зритель и читатель должен помнить как минимум его роман ""Багровые реки"", экранизированный несколько лет назад. Мотивы и персонажи те же, что во многих книгах Гранже: люди, скрывающие свою звериную натуру, полубезумные ученые, хорошие полицейские плюс немного мистики и этнографии. По сюжету ""Братства камня"" приемная мать в исполнении Беллуччи ищет похищенного сына на его исторической родине, так что экзотика здесь в основном монгольская. Причем сцены, происходящие на задворках Улан-Батора и в азиатских степях, едва ли не лучшие в картине. http://www.gzt.ru/cu lture/2007/07/16/220 019.html"|[ -9.527576 -10.263594  -9.149414 ... -10.147765 -10.153583 -10.150839]|2
1142|"Популярный на видео в середине 1980-х триллер ""Попутчик"" (The Hitcher) обрел вторую жизнь в ремейке, где вместо Рутгера Хауэра теперь задействован Шон Бин. Он играет загадочного маньяка, который навязчиво подсаживается в машины к посторонним людям и ведет себя там вызывающе. Мотивы убийцы остались для ЛИДИИ Ъ-МАСЛОВОЙ так же непонятны, как и мотивы спродюсировавшего ремейк Майкла Бея. Хоть цели преступника и туманны, но зато результаты его деятельности учтены и запротоколированы: Попутчик делает статистику министерству транспорта, в начале фильма рапортующему специальным титром, что каждый год на трассах убивают около 40 тысяч человек. Для разминки авторы картины начинают с более мелкой живности: сначала отправляют под колеса вылезшего на скоростное шоссе трусишку зайку серенького, а потом расквашивают жирное, сочное насекомое об лобовое стекло машины, в которой хорошенькая студентка (София Буш) едет через пески Нью-Мексико похвастаться перед подружками своим новым парнем (Захари Найтон). http://www.kommersan t.ru/doc.aspx?DocsID =766360"|"[ -8.300193  -10.713793   -7.6124334 ...  -9.445769   -9.447819
  -9.446844 ]"|2
1143|"Криминальная мелодрама ""Одна любовь на миллион"" может считаться отечественным аналогом фильма ""Настоящая любовь"", снятого Тони Скоттом по сценарию Квентина Тарантино. Авторам удалось избежать тупого плагиата и приспособить сюжетную схему к местной, питерско-московской фактуре начала 1990-х. Получившийся жанровый продукт учитывает интересы молодежной аудитории, но не заигрывает с самой отсталой ее частью и потому не вызвал отторжения у ЛИДИИ Ъ-МАСЛОВОЙ. У зрителя с духовными, как говорится, запросами ""Одна любовь на миллион"" может вызвать предубеждение: уж больно стилистика наружной рекламы беспонтовая, имя режиссера Владимира Щеголькова ничем до сих пор не прогремело, да к тому же когда над одним сценарием по тем или иным причинам несколько лет работают несколько человек, обычно пиши пропало. Но в данном случае продюсерской целеустремленности Евгения Гиндилиса хватило на то, чтобы первоначальный драфт был отшлифован до коммерческой гладкости, не доводя ее до сверкающего идиотизма. На засилье клинических идиотов сетует в начале ""Одной любви..."" деловой мужчина Степаныч (Александр Берда), не сумевший выбрать нужного ему лоха в психушке у знакомого главврача -- на роль подставного директора фирмы, который бы получил от чеченских партнеров спортивную сумку наличности. Поддельная секретарша находится гораздо быстрее -- у стойки бара в лобби ""Астории"", где эта гостиничная Соня Мармеладова не работает и не отдыхает, а ""просто живет"". Сыгравшая ее актриса ""Табакерки"" Лина Миримская здорово, вплоть до тембра голоса, напоминает Патрицию Аркетт в ""Настоящей любви"",-- такой ангельской красоты блондинок, похожих на пришибленную пыльным мешком лань, действительно одна на миллион. http://www.kommersan t.ru/doc.aspx?DocsID =756068"|"[ -8.319757  -11.8526745  -9.133026  ... -10.229883  -10.239777
 -10.235117 ]"|2
1144|"В московском кинотеатре ""Октябрь"" прошла торжественная премьера фильма ""Три дня в Одессе"", склеенного из телесериала ""Александровский сад"". В трудоемком процессе склейки немного повредилась линия послевоенной борьбы с бандитизмом, зато хорошо сохранилась любовная составляющая сюжета. Нерушимую связь между двумя этими темами символизирует анонимная женская нога в чулке и рука с пистолетом, которыми полюбовалась на постере фильма ЛИДИЯ Ъ-МАСЛОВА. Представив съемочную группу, режиссер ""Трех дней"" Алексей Пиманов предупредил, что на самом деле они хотели снять ""добрый фильм о любви"", после чего в подтверждение его искренности певица Валерия со всей присущей ей чувственностью исполнила романс на слова Игоря Северянина ""Оправдаешь ли ты"", который в уголовном контексте приобрел неожиданно судебный оттенок. Фильм некоторое время поддерживал созданное песней лирическое, интимное настроение, пока количество народа на экране не начало превышать санитарные нормы, с головой выдавая телевизионную природу зрелища. http://www.kommersan t.ru/doc.aspx?DocsID =750343"|[ -7.986818 -10.168045  -7.382775 ...  -8.179772  -8.178383  -8.179027]|2
1145|"Романтическая трагикомедия ""В стране женщин"" демонстрирует все возможные варианты и стадии женской деградации, которая неизбежно начинается еще в детском саду. Тем, как виртуозно авторы увязывают воедино физический и моральный аспекты распада женского организма, восхитилась ЛИДИЯ Ъ-МАСЛОВА. По всем внешним признакам кажется, что ""В стране женщин"" (In the Land of Women) -- идеальное date movie, то есть кино для свиданий, на которое можно повести девушку и после сеанса рассчитывать, что она, расчувствовавшись, вам все-таки в обозримом будущем даст. Но тут есть опасность промахнуться: если девушка хоть что-то соображает, она может просечь, что в картине, в которой дебютировал в режиссуре молодой человек из приличной кинематографической семьи Джонатан Каздан, интерес к непостижимой женской психологии смешан с презрением примерно в одинаковых пропорциях. http://www.kommersan t.ru/doc.aspx?DocsID =771791"|[-8.250639  -7.3684554 -7.116938  ... -8.461422  -8.4599085 -8.460613 ]|2
1146|"В психологическом триллере ""Кто вы, мистер Брукс?"" Кевин Костнер предстает в образе прекрасного во всех отношениях господина, ведущего двойную жизнь маньяка-убийцы. Из-за обилия сюжетных линий авторам не удалось по-настоящему сосредоточиться на взаимоотношениях очередного доктора Джекила со своим мистером Хайдом -- что единственное показалось интересным в фильме ЛИДИИ Ъ-МАСЛОВОЙ. Пытаясь заинтриговать зрителя, русские прокатчики прибавили к оригинальному заглавию ""Mr. Brooks"" вопрос ""Кто вы?"", однако идентификация подлинной личности главного героя отнюдь не самый принципиальный вопрос в фильме, который ничуть не хуже выглядел бы под названием ""Что это вы, мистер Брукс?"", ""Куда вы, мистер Брукс?"" или ""Нет уж, позвольте, мистер Брукс"". После предыдущей своей приличной работы, бытовой драмы ""Видимость гнева"", Кевин Костнер решил, что хорошо бы усугубить впечатление о себе как о все-таки одаренном актере, и после роли обычного алкоголика спродюсировал для себя картину про настоящего психопата с раздвоением личности. Его герой сколотил состояние на производстве всяческой упаковки -- довольно символичное занятие для человека, внутри которого содержится совсем не то, что можно предположить, глядя снаружи. Снаружи все сияет и переливается: обожаемая жена, красавица дочка, процветающий бизнес и звание ""Человек года"". Внутри же сосущая пустота, бездонная воронка, требующая все новой крови. Поэтому уже много лет в материалах нераскрытых уголовных дел мистер Брукс фигурирует как ""убийца с отпечатками"" из-за манеры макать пальцы своих жертв в их же кровь и заляпывать место преступления дактилоскопическим орнаментом. http://www.kommersan t.ru/doc.aspx?DocsID =773945"|[ -9.473831 -10.697405 -10.159493 ... -10.556924 -10.56882  -10.563202]|2
1147|"Вторая часть проекта Grindhouse, ""Планета страха"" (Planet Terror), снятая Робертом Родригесом, выходит в прокат через пару недель после первой -- ""Доказательства смерти"" Квентина Тарантино. В совокупности они образуют не просто зрелище, а киноведческий семинар на тему ""Самое лучшее кино -- это плохое кино"", с чем абсолютно согласна ЛИДИЯ Ъ-МАСЛОВА. Попытка господ Тарантино и Родригеса воссоздать ощущения кинозрителей 1970-х, способных заглотать подряд целых два непрожаренных и с трудом перевариваемых куска кровавого киномяса, не встретила особого понимания у современной американской публики. Некоторые неподкованные зрители, посмотрев родригесовскую ""Планету страха"", вообще простодушно решили, что больше ничего не будет, и ушли, оставшись, таким образом, без сладкого -- второй, тарантиновской части ""Доказательство смерти"", которая подъезжает с объяснением в любви к трэшу с другого бока. Наш зритель оказался в более выгодном положении: две половины Grindhouse в России выходят по отдельности и в обратном порядке, так что, сходив сначала на более интересную тарантиновскую часть, на незамысловатом Родригесе можно в принципе и сэкономить. http://www.kommersan t.ru/doc.aspx?DocsID =775724"|[-9.264162  -9.870231  -7.9743896 ... -9.078266  -9.085186  -9.081904 ]|2
1148|"Крепкий орешек-4 -- продолжение антитеррористической эпопеи, начатой в 1988 году, в оригинале называется ""Live Free or Die Hard"", то есть к труднопереводимой жизненной заповеди главного героя ""Die Hard"" (что-то вроде ""умри жестко"") приделано более понятное пожелание жить свободным. На практике, правда, оно малоосуществимо. Даже Брюсу Уиллису, отказавшемуся от нескольких первоначальных вариантов сценария четвертой серии и считающему сносным только первый ""Крепкий орешек"", вот уже третий раз приходится соглашаться на роль, к которой у него душа не особенно лежит. ""Боевики с Брюсом Уиллисом меня давно уже не интересуют"",-- признался артист, старающийся выбирать сценарии, в которых чувствуется хоть какая-то работа мозга. Крутой, но не семи пядей во лбу нью-йоркский коп Макклейн, в которого актеру приходится перевоплощаться, ему откровенно надоел, и в последних двух сериях (вышедших в 1990-м и 1995-м) это заметно на экране. Так что в четвертом фильме сценаристам, не способным как-то гальванизировать, оживить героя, ничего не остается, как постараться обернуть его апатичное мировоззрение на пользу дела и выдать вялость и равнодушие Макклейна за олимпийское спокойствие умудренного жизненными бурями бойца. http://www.kommersan t.ru/doc.aspx?DocsID =775771"|[ -9.129525 -10.854074  -8.509356 ...  -9.65793   -9.664312  -9.661296]|2
1149|"Молодежный фильм со скабрезным названием ""Мальчик в девочке"" (It`s a Boy Girl Thing) выходит на наши экраны с рекламным слоганом ""Ему в ней тесно"". Имеется в виду бродячий сюжет с обменом телами, который по замыслу должен пропагандировать мысль о равноценности самцов и самок, но только лишний раз намекает, что женская психическая организация и социальные функции слишком узки для мужчины, которому подавай простор и размах. На тему полового неравенства закручинилась ЛИДИЯ Ъ-МАСЛОВА. Поскольку ""Мальчик в девочке"" представляет собой типичный шлакоблок, которым наши дистрибуторы затыкают пустоты в летней прокатной сетке, то говорить тут было бы совершенно не о чем, если бы уже окончательно прошла отрыжка после весеннего отечественного релиза с аналогичным сюжетом ""Любовь-морковь"". А так, можно сравнить, какие социопсихические реакции проявляет в одной и той же экспериментальной ситуации русский средний класс, обремененный необходимостью поддерживать свой профессиональный статус, и беспорточные американские старшеклассники, которых можно было бы назвать беззаботными, если бы над ними не висела дамокловым мечом необходимость определяться с выбором университета. http://www.kommersan t.ru/doc.aspx?DocsID =792084"|[-7.74468   -8.521605  -6.523769  ... -7.7164135 -7.71437   -7.7153196]|2
1150|Отвратительно сыграл в этом фильме Стоянов.Не лучше игра Гафта и Мадянова. И персонажи какие-то идиотские.|"[-11.199065  -10.275837   -6.8339887 ... -10.07286   -10.0913725
 -10.082648 ]"|2
1151|Бездельник Том (Зак Брафф) вопреки своей воле вынужден устроиться на работу, где среди сотрудников, к его неудовольствию, обнаруживается бывший любовник его собственной жены (Аманда Питт) -- некто Чип (Джейсон Бейтман), тип довольно неприятный, да вдобавок еще и полупарализованный, так что вести с ним честную борьбу попросту неполиткорректно. Смесь мелодрамы и черной комедии в духе братьев Фарелли -- впрочем, куда менее удачная. Также в ролях Миа Фэрроу, Чарльз Гродин и Йен Хайланд. http://www.vremya.ru /2007/39/10/172931.h tml|[-6.7452555 -8.430829  -8.060669  ... -8.808857  -8.812635  -8.81085  ]|2
1152|Социальная мелодрама об американской мечте, осовремененная версия вполне реальной истории времен Великой депрессии. Крис Гарднер (Уилл Смит) остался без работы и жилья с маленьким сыном на руках (Джейден Смит, реальный сын Уилла), но не сдался, не потерял вкуса к жизни, много и упорно трудился и в итоге стал миллионером. Также в ролях Тэнди Ньютон, Кевин Уэст, Дэн Кастелланетта, Дэвид Ходжес, Курт Фуллер и Доминик Бове. http://www.vremya.ru /2007/48/10/174361.h tml|[ -8.912687 -10.136093  -9.407992 ... -10.089166 -10.096058 -10.092822]|2
1153|Не то, чтобы я пожалел о трех часах жизни, но все-таки ждал от Линча чего-то большего. Кстати, смотрел в два присеста, так как первый раз заснул.|[-10.469767 -11.382266  -9.671918 ... -11.682486 -11.697274 -11.690305]|2
1154|"Этот широко рекламирующийся по российской столице фильм снят на неизменно волнующую всех тему -- жизнь после смерти. Вплоть до того, что продвижение фильма сопровождается напоминанием о том, что в сети существует сайт, на котором скрупулезно собираются свидетельства людей, которые, казалось бы, уже умерли, но, как оказалось, не совсем. ""Мне нужно было сделать срочную операцию, не нашлось нужной группы крови. Ну вот, я начал умирать и попал туда, где было очень красиво: все зеленое, река, люди все были меня рады видеть. И там был человек с очень голубыми глазами и белым носовым платком, и мне даже там нравилось, но я вспомнила, что у меня есть муж и ребенок, попросила меня отпустить и ожила. А потом мне показали фотографию моего дедушки, про которого я никогда в жизни не слышала, так вот он и был с белым носовым платком"". Ну, и так далее в том же духе и очень много всего разного, от чего в жизни неизбежно прибывает оптимизма. Первый фильм из цикла ""Белый шум"" -- в нем еще сыграл не последний актер Майкл Китон -- был выдержан в жанре сдержанного оптимизма. Там у главного героя пропадает жена, причем никто не знает, жива она или погибла. А потом в дверь стучит таинственный незнакомец и сообщает, что жена, хоть ее и нет уже среди живых, очень хочет пообщаться с безутешным супругом. Оказывается, что при помощи таинственных электронных голосовых феноменов и вправду можно общаться с миром мертвых. Впрочем, потом становится ясно, что даже за такое скромное удовольствие придется платить, но глобальных последствий это не вызовет. http://www.kommersan t.ru/doc.aspx?DocsID =757643"|[ -9.558471 -10.533356 -11.001631 ... -11.452091 -11.469002 -11.461017]|2
1155|"Кошмар продолжается. Вымазанный белилами мертвый мальчик из прошлого ""Проклятия"", изводивший когда-то героиню Сары Мишель Геллар (в новом фильме Геллар уже так плохо, что она лежит в больнице, одновременно находясь под следствием по делу о поджоге), принялся за Эмбер Темблин. Нет причин считать, что новый спектакль из жизни неупокоившихся обитателей японского домика будет чем-то отличаться от четырех предыдущих фильмов Шимицу. Но режиссер не сдается - во время съемок Шимицу с актерами для поднятия боевого духа, прыгали друг на друга из темных углов и пели караоке. Вот уж действительно ужас. http://www.timeout.r u/text/film/38725/"|[ -8.864381 -10.166133  -8.550726 ...  -9.759109  -9.765935  -9.762735]|2
1156|"Нищей московской библиотекарше незнакомые люди завещают квартиру в сталинской высотке, счет в банке и черный ""Мерседес"". В необъятном жилье, кроме книжных полок, стратегических запасов кукурузных хлопьев и черного, опять же, кота, обнаруживается потайная комната, где, как гиббон в зоопарке, сидит за решеткой бледный мужчина. Год за годом он слушает одну пластинку, читает ""Алые паруса"" и ждет спасения. Истинные причины его заточения библиотекарша не спеша раскрывает на протяжении всего фильма, а под конец вооружается домкратом и решается его выпустить. Параллельно режиссер Михайлов экспериментирует с кинематографом как процессом: учится работать с фоновой музыкой (и забывает ее вырубить - заглавный блюз играет без продыха), осваивает дождевую машину, а также ставит самую рисковую эротическую сцену в новейшей истории отечественного кино. http://www.timeout.r u/text/film/33921/"|[-8.219312  -9.810476  -7.6355386 ... -9.293885  -9.291917  -9.292866 ]|2
1157|"Русское название этого фильма имеет весьма отдаленное отношение к его сюжету - на самом деле это не столько романтическая, сколько производственная комедия. Дело происходит в мегамолле, где самая красивая кассирша Эмми (Джессика Симпсон) славится тем, что дает лучшему продавцу месяца. Страсть приводит к соцсоревнованию между раздолбаем Заком (восходящая звезда стендап-комеди Дейн Кук) и трудягой Винсом (Дакс Шепард). Как заведено в американских комедиях ""класса B"", их борьба не обходится без гомо- и ксенофобских шуток. Пацанам понравится. http://www.timeout.r u/text/film/37029/"|[-7.802363 -8.544497 -7.119679 ... -9.05659  -9.060657 -9.058767]|2
1158|"Хоррор-проект, который, по слухам, отпочковался от ""Вия"" студии патриотического фильма РОСПО. Вместе с изменением названия историю постигла тяжелая утрата: из сюжета исчез собственно Вий, а действие перенеслось в настоящее - вместо философа Хомы Брута с ожившей панночкой ночует столичный стрингер Ivan. http://www.timeout.r u/text/film/45383/"|[-9.014605  -9.552174  -7.5035725 ... -8.546289  -8.54837   -8.547393 ]|2
1159|"Новый монументальный опус Мела Гибсона полон страхолюдных воинов в татуировках, кровищи и прочей жути из центральноамериканск ой жизни IX века н. э. Мрачное название отражает не отношение режиссера к жестокой цивилизации майя, а стадию общества - дело происходит во время стремительного и необъяснимого упадка империи. Масштаб замысла несколько пугает, но фильм имеет и вполне человеческое измерение - тотальный коллапс показан глазами одного пленного индейца. Героя по кличке Лапа Леопарда пригоняют на заклание из джунглей, но тот дает по голове захватчикам, удирает обратно в лес и добегает аж до испанских кораблей (деталь, в общем, необъяснимая - в реальности древняя империя майя и конкистадоры разминулись на несколько столетий). Весьма сюрреалистическая натура (Гибсон буквально воспроизвел на экране картинки из кодексов майя) дана тут вскользь, на бегу. Во всем этом явно читаются аллюзии на ""Спартака"" и ""Падение Римской империи"" - видимо, только временная непопулярность пеплумов и заурядность римских профилей помешали Гибсону снять кино из античной истории. http://www.timeout.r u/text/film/47702/"|[ -8.855203  -7.972553  -8.132147 ... -10.074925 -10.077564 -10.076315]|2
